PC1,PC2,PC3,label_joint,auxiliary_type
-1.325175,0.87183756,-0.13980787,2,evans
-3.7354815,5.618167,3.4000425,1,crimmins_thione
4.2758236,0.6957754,-2.6875691,0,evans
4.6003838,0.8645337,0.61816275,0,evans
3.4557884,-0.16549447,0.18557666,0,evans
-3.2598166,-0.54905844,-1.2929463,3,evans
2.061397,-0.22404242,-2.1321244,0,evans
0.5878744,1.6375289,0.56169707,3,evans
3.7126064,0.17887078,-0.11368738,0,evans
-2.9349577,6.0541005,3.4081874,1,crimmins_thione
0.87509006,3.4199502,-2.0766978,3,evans
4.6634603,1.4129459,-1.9686244,0,evans
-1.8429784,0.8453663,0.6475234,2,evans
1.5869113,3.08588,-1.2025055,2,evans
2.445601,0.016502697,-2.4110231,0,evans
0.8562515,0.4144373,2.873886,0,crimmins_thione
-0.0491626,4.3481264,1.990885,2,crimmins_thione
1.9239757,-0.4701456,0.40765074,0,evans
2.117854,-0.48345998,0.14782773,0,evans
2.116776,-0.4850873,0.14328276,0,evans
2.1190188,-0.48984244,0.14189313,0,evans
0.082475886,-4.344404,-0.7582092,0,evans
1.8966238,-0.6638903,0.33475357,0,evans
4.3052444,1.1945739,0.4438509,1,evans
2.2686074,-2.6658144,-0.4583436,1,evans
3.1544125,0.015469753,-0.027530251,1,evans
2.2951775,-0.15919274,-2.220992,0,evans
1.2173759,-1.1656042,-2.5764587,0,evans
1.1928048,-2.9377017,-3.215789,0,evans
2.161786,-0.16604264,-1.8967218,0,evans
0.25641006,-4.039835,-3.1307073,0,evans
2.1045845,-0.34992188,-1.9999576,0,evans
2.1124828,-2.1133342,-2.6019704,0,evans
2.1449516,-2.1046493,-2.5646524,0,evans
-6.7677026,4.255686,3.0341368,2,crimmins_thione
-6.8296723,4.2146173,2.951449,2,crimmins_thione
-6.8308363,4.2063727,2.9483469,2,crimmins_thione
-6.830671,4.2006655,2.9463327,2,crimmins_thione
-6.8206067,4.050645,2.923937,2,crimmins_thione
