PC1,PC2,PC3,label_joint,auxiliary_type
0.46730587,-2.5896697,-0.95885944,2,evans
1.5031574,-2.228038,4.6362925,0,oppolzer
0.8436946,-2.6405249,4.698499,0,oppolzer
0.46117076,-2.8959115,4.512648,0,oppolzer
5.8621445,1.6433249,-0.7716762,0,evans
-1.1468943,1.643375,-2.5505588,2,evans
-1.1271203,1.638945,-2.5494294,2,evans
-3.1900218,-2.1810193,-3.4705632,2,evans
-1.1378447,-0.256378,-3.2010732,2,evans
-1.7969853,1.7231225,-1.2669774,2,evans
-3.0168355,2.5165226,0.20579894,2,evans
-4.073792,0.3859503,-0.617726,2,evans
-1.1658462,0.070394024,-2.8527665,2,evans
-4.1869736,-2.9249918,-2.8539479,2,evans
-1.30979,1.6317164,-2.631478,2,evans
-3.374513,-2.237276,-3.57036,2,evans
-1.5184402,-0.31077412,-3.0416238,2,evans
2.081116,4.4073496,-1.5112513,2,evans
2.1196432,2.6344295,-2.0826914,2,evans
3.3983727,0.95704037,-1.6552792,1,evans
4.657731,1.3468212,-1.9307175,1,evans
4.4506288,-0.5795372,-2.3348935,1,evans
-4.4440045,-5.019931,-2.4947348,0,myers
-4.4959245,-5.438571,-2.654725,0,myers
-4.601066,-5.010958,-2.3510647,1,myers
-4.652986,-5.4295983,-2.511055,1,myers
-4.9179173,2.291499,1.6415927,0,crimmins_thione
-4.396764,2.1726665,1.6136832,0,crimmins_thione
-5.363415,1.0086929,0.8722198,0,crimmins_thione
-1.5833069,6.108009,4.772284,1,crimmins_thione
1.7068436,4.052034,-1.7364205,2,evans
2.7840452,0.3485251,-2.0864496,1,evans
3.7577713,-0.38853505,0.7257209,1,evans
-1.3276715,-0.6505554,2.750845,2,evans
0.32416946,-1.3022002,0.5646292,2,evans
-0.2938147,0.33581504,0.7522671,1,crimmins_oxathione
-2.588829,-0.08536883,0.96658176,2,evans
-2.5875802,-0.0850348,0.96801704,2,evans
5.5849676,2.1511478,-1.5709305,1,evans
5.5261135,1.9607278,-1.676727,1,evans
-2.5501268,2.5255096,-0.2705029,2,evans
-2.5875168,2.5083706,-0.28174508,2,evans
0.07449163,2.8754113,-1.7426181,2,evans
-2.4734988,-7.701486,-3.2211978,0,other_auxiliary
0.6752581,3.466464,-2.025655,2,evans
0.42611763,3.4408505,-1.8330966,2,evans
0.48006544,3.4319773,-1.7693331,2,evans
-1.8060422,3.9631732,0.39857152,2,evans
-1.8347763,-7.532721,-3.3467793,1,other_auxiliary
3.120976,-2.3618429,9.94201,1,oppolzer
-0.83008593,3.2288754,2.806895,1,crimmins_oxathione
0.9894309,3.112802,-2.3842976,2,evans
5.0156717,1.7890621,-2.011996,0,evans
6.8595634,-1.8242556,3.4978197,1,evans
2.3551812,-7.4780684,1.271334,1,oppolzer
3.1605163,5.0104074,-1.509642,2,evans
-0.25754413,5.04046,0.57469654,2,evans
1.8748146,-0.2422303,-1.7662683,1,evans
4.2981067,-3.004205,2.760898,1,oppolzer
5.0286765,-2.4626896,2.8353927,1,oppolzer
-3.092714,2.4440167,0.10998474,0,evans
5.3471117,2.1166103,-1.8136123,1,evans
0.8049332,2.5467188,-0.9587344,2,evans
1.650313,-0.5814689,0.5063565,1,evans
5.252102,1.902707,-1.4286307,0,evans
0.48681423,2.9042532,-2.8675034,3,evans
1.5760825,3.8075845,-1.9706818,2,evans
1.645112,3.8229742,-1.8961914,2,evans
0.40849087,3.2954302,-2.013184,2,evans
-0.6954047,1.5486232,-1.2163593,3,evans
-2.9344237,2.0675616,0.8691729,3,evans
-2.3946269,1.4902186,2.732345,1,crimmins_thione
3.074603,0.98273677,0.37238067,2,evans
-0.8076106,2.3433478,-2.2134929,2,evans
-3.2659926,1.917813,0.12518387,2,evans
-2.9649296,1.1490499,2.0981648,2,crimmins_oxathione
-1.2623531,-1.4903511,0.54995626,3,other_auxiliary
2.7659218,-1.4245119,-0.21636882,0,evans
-3.2859945,6.7116714,3.227285,2,crimmins_thione
2.356361,3.7885802,-2.2734163,3,evans
-3.8493133,-1.1966002,-0.839009,1,evans
-3.853476,-1.1977139,-0.84379333,1,evans
-1.1719053,1.8495009,-2.0472653,2,evans
3.5113418,2.8408594,0.7896812,1,evans
3.2280974,0.61419684,-1.540236,1,evans
-0.9665323,3.7679904,2.438217,2,crimmins_thione
-0.3419402,-3.8477898,-1.3196054,2,myers
1.826416,-8.160721,3.7550905,3,evans
1.369355,-8.293401,3.7685792,3,evans
-4.0433474,-0.35531762,-2.1439533,1,evans
-3.5338297,0.0016541097,-2.0732882,1,evans
-0.8457437,0.52800053,1.3514446,0,crimmins_thione
-0.8252364,0.6439137,1.1831114,0,crimmins_thione
0.6513513,1.5815758,1.6884605,1,crimmins_thione
2.4033718,-5.4286175,5.900801,2,evans
2.9965005,-5.066451,5.495221,3,evans
3.188051,0.5728744,-2.3159406,0,evans
4.856809,1.6353422,-1.8061597,1,evans
4.490147,1.3119694,-1.9405264,0,evans
5.2775984,1.8770536,-1.9317552,0,evans
0.48475835,3.4930212,-1.7134503,2,evans
0.49482104,3.4507222,-1.7092783,2,evans
-1.3384099,0.17658825,-0.30728745,1,evans
-5.7261486,4.453734,2.5669358,3,crimmins_thione
-5.7442837,4.3201184,2.5167623,3,crimmins_thione
-4.2818303,5.3467045,3.1602101,2,crimmins_thione
-4.300256,5.211028,3.109261,2,crimmins_thione
0.9108607,0.5797581,0.21931843,0,crimmins_thione
-6.236869,4.385308,3.6297581,3,crimmins_thione
-5.8896785,1.7050099,0.6941891,2,crimmins_thione
0.70168525,4.2330785,1.9054873,2,crimmins_thione
1.2509897,2.0186987,-2.4525528,2,evans
1.0702623,3.7498853,-1.5705016,2,evans
-1.2546643,1.0177397,-1.4039295,2,evans
-3.7118845,1.6136457,0.93485814,2,evans
2.776957,-4.00528,4.483865,1,oppolzer
1.1858972,-7.9342213,2.7626047,1,oppolzer
3.5734804,-3.6476874,4.5227785,1,oppolzer
1.9824208,-7.576629,2.801519,1,oppolzer
3.045386,-3.8738155,4.5703645,1,oppolzer
1.4543262,-7.802757,2.8491051,1,oppolzer
3.3668647,-3.7463093,4.6653275,1,oppolzer
1.7758045,-7.675251,2.9440682,1,oppolzer
-4.626526,2.3397408,1.9210203,1,crimmins_thione
-4.1053705,2.2209084,1.8931108,1,crimmins_thione
-5.0717325,1.0589964,1.1524228,1,crimmins_thione
-6.37494,4.330809,2.931756,1,crimmins_thione
-6.3804684,4.2916474,2.9170213,1,crimmins_thione
-6.3968883,4.168458,2.8708036,1,crimmins_thione
-4.4691668,2.6916056,1.9161,1,crimmins_thione
-3.9459763,2.5872004,1.8936188,1,crimmins_thione
-4.9132094,1.4191061,1.1506044,1,crimmins_thione
-6.2169986,4.686796,2.9283864,1,crimmins_thione
-6.222527,4.647635,2.913652,1,crimmins_thione
-6.238365,4.5285664,2.8689852,1,crimmins_thione
-4.0854473,2.7601864,2.0912426,1,crimmins_thione
-4.107978,2.5937126,2.028739,1,crimmins_thione
-6.725006,4.2340245,2.9319944,2,crimmins_thione
-6.7268777,4.2138896,2.9245517,2,crimmins_thione
4.226453,1.5070224,-1.7767209,1,evans
4.4267163,1.5066702,-2.0329509,1,evans
2.359055,-0.15965909,-2.152867,0,evans
2.784602,0.41462705,-1.7303764,0,evans
4.4253197,2.1283553,-0.90473413,2,evans
-2.7134337,0.25477052,2.0749655,2,crimmins_thione
-3.9216392,0.33917624,4.1500626,2,crimmins_thione
1.3916112,-7.771786,2.6600773,1,oppolzer
-0.6435145,2.4189358,-2.051103,2,evans
-0.6238959,0.49702263,-2.6802185,2,evans
6.1813107,2.1099348,-1.4840565,1,evans
3.9715743,0.9243476,0.3407101,1,evans
6.442753,-2.372863,5.12323,1,evans
2.188116,-3.9031546,5.479523,3,evans
1.8482664,1.7265209,2.7640424,1,evans
1.8472278,1.7260448,2.76373,1,evans
1.0672398,-0.097496554,4.1352496,1,evans
2.4226513,0.45480505,7.503354,2,crimmins_oxathione
-2.0358133,-0.3477433,-3.085763,2,evans
-1.9446712,2.527447,-0.84664774,2,evans
-2.0675874,-0.008708877,-1.2741544,1,evans
-2.0675874,-0.008708877,-1.2741544,1,evans
4.6640677,0.018896919,0.34106138,0,evans
-1.0718285,1.2825856,-1.3181652,1,evans
-1.863382,-0.87700105,-3.1424835,1,evans
-4.3260865,-2.6953065,0.2181175,3,crimmins_thione
2.684947,0.18940169,-1.8871678,2,evans
2.465862,3.4325988,-4.279171,3,evans
-0.57455707,3.0587335,1.2296298,2,crimmins_thione
-3.7599566,-2.9838426,-2.8996747,3,evans
-4.453132,-3.4456806,-3.0141435,3,evans
-2.8597164,-2.427157,-2.808602,3,evans
-4.5588737,-3.4479463,3.3383946,3,crimmins_oxathione
0.52965975,2.6911595,-2.3313904,3,evans
2.025417,3.6919086,-2.227599,3,evans
1.9522502,3.617653,-2.2164073,3,evans
1.6340615,3.338941,-2.101508,3,evans
1.7708566,3.4909754,-2.166919,3,evans
0.40632293,0.90774286,-0.93842447,3,evans
0.36946973,2.1904721,0.19419862,3,evans
-0.38766316,1.4886713,-0.7844348,3,evans
-0.73254,1.4149394,0.012573406,3,evans
0.4378697,3.0364528,-2.0700743,3,evans
-1.9054639,0.38642418,-0.22619031,2,evans
-4.696414,-1.4927882,-2.3201125,0,evans
-2.6207683,-0.5799253,1.1525755,1,evans
0.74197423,-1.2973613,0.68316865,3,evans
-1.5777601,6.449176,4.2082753,3,crimmins_oxathione
-1.4195921,0.2696189,1.5841949,1,crimmins_thione
3.9716454,0.7137065,-1.822884,1,evans
3.7500455,0.6892123,-1.5986731,1,evans
3.9412026,0.6523125,-1.8711034,1,evans
4.89634,1.7374893,-1.5101212,1,evans
-4.1688366,-4.697246,-2.1966162,1,myers
-3.4560792,6.072024,3.0949252,2,crimmins_thione
3.1973903,1.7415844,-0.2821917,0,evans
-1.263455,0.83059806,-1.3011298,3,evans
1.5332781,-8.221329,3.47101,2,evans
-1.0778989,4.3667035,0.5424272,2,evans
-3.8975189,-0.2789005,-2.0603125,1,evans
-0.66962725,-4.504233,2.3633075,0,evans
0.15024456,2.1530166,0.1986566,2,evans
-6.0114107,4.5919933,2.9097886,2,crimmins_thione
4.5569034,1.4891716,-1.5756273,1,evans
-3.6311605,-2.0105302,-1.0816437,1,evans
2.9802508,0.12014493,-2.2240956,0,evans
2.8018534,0.26254052,-1.9783595,0,evans
1.2395148,0.19139872,1.6864126,0,evans
-0.028722964,0.47272062,4.4009275,0,evans
0.099372454,0.57584435,2.890467,3,evans
-2.1823916,0.59319454,-0.06758567,2,evans
-0.020147562,-1.818067,7.096206,0,oppolzer
0.028829575,-1.7053558,7.077002,0,oppolzer
0.0028475907,-0.8728653,6.408249,0,oppolzer
-2.424086,6.3652377,3.4795797,1,crimmins_thione
-3.060534,2.6091797,0.048087027,1,evans
-1.6045785,0.8645645,-3.12454,3,evans
-0.482029,1.6472006,-2.9830189,3,evans
2.7541275,-0.1793893,-2.051948,0,evans
-0.5661464,1.611993,-3.0084357,3,evans
-0.1330186,1.8878092,-2.965563,3,evans
-0.9298238,1.39564,-3.1142173,3,evans
-1.5280544,0.9492951,-3.1282527,3,evans
-0.5110321,1.6617969,-2.8241875,2,evans
1.5973272,-1.3033564,-1.8536123,2,evans
6.4092193,2.3063285,-1.7792394,0,evans
1.4185904,3.7842357,-1.4654508,2,evans
3.8579147,-0.101696745,0.58368295,1,evans
2.4472163,4.102394,-2.2738776,3,evans
1.48981,3.888181,-2.0382776,3,evans
5.175191,1.7254725,-1.9191798,0,evans
1.3876939,3.73866,-2.024927,3,evans
-0.3342418,0.7593968,-2.2999964,0,evans
3.36714,2.640645,0.60720074,1,evans
2.6755793,1.5615792,0.38774088,0,evans
-3.185194,2.2717762,0.7446117,3,evans
-1.6949106,2.1886244,0.4526123,3,evans
0.3265332,1.7857531,-0.6944493,3,evans
0.9814747,8.608585,4.570006,2,crimmins_thione
-4.5301657,5.3766313,2.6727118,3,crimmins_thione
-5.3060613,4.7708454,2.6602511,3,crimmins_thione
-3.0730844,2.2022676,-0.60931623,3,evans
-5.8508873,4.67693,3.6210742,3,crimmins_thione
-0.3702895,-0.1809899,-0.3844681,2,evans
0.3278075,2.243203,-4.4678726,1,evans
4.1666384,1.5468326,8.634322,1,evans
0.02519625,1.7828931,-2.868492,2,evans
0.13762161,0.97580385,-2.2713087,2,evans
1.5637798,3.5773282,-1.5047534,2,evans
2.1775131,-0.37924555,1.0173882,0,evans
1.2693067,-3.4321516,-0.85496086,0,evans
2.129615,-1.4949493,0.94745994,0,evans
3.3214831,-1.5075116,-0.58547115,0,evans
5.252381,-1.6448126,-0.30318117,1,evans
0.756219,-3.438442,-0.88801366,0,evans
1.8764546,-0.7004723,0.14361301,0,evans
1.8740383,-2.601508,-0.52801365,0,evans
2.4325695,4.2623305,-1.6375902,2,evans
-5.5673985,3.7571783,3.4363053,2,crimmins_oxathione
-6.141687,2.7232063,3.380328,2,crimmins_oxathione
-0.052869715,1.0782596,-2.5209458,2,evans
-0.1561251,2.7802663,-2.0355914,2,evans
2.0432682,4.1588326,-1.49184,2,evans
2.272671,2.3315346,-2.3419864,2,evans
5.079915,-0.6205681,0.17922662,2,evans
0.70824164,3.5432477,-1.6739715,2,evans
-4.893912,-5.069506,-2.6343696,1,myers
-4.916984,-5.253576,-2.703228,1,myers
-6.6734395,4.2253323,2.6309266,0,crimmins_thione
-6.674478,4.2248564,2.6306143,0,crimmins_thione
-5.0851665,2.188986,1.9278425,2,crimmins_thione
-6.838818,4.1429543,2.9246187,1,crimmins_thione
-6.8398566,4.1424785,2.9243064,1,crimmins_thione
-5.8344445,4.7471333,3.1004262,1,crimmins_thione
-5.839391,4.7120943,3.0872426,1,crimmins_thione
-5.854938,4.595087,3.0433514,1,crimmins_thione
-4.9793363,2.2166383,1.9114902,2,crimmins_thione
2.5766242,-0.07774326,0.3779351,0,evans
-4.605553,1.8347381,1.986787,3,crimmins_oxathione
-6.384182,3.8046205,3.1759446,0,crimmins_oxathione
-5.8630285,3.6857877,3.148035,0,crimmins_oxathione
-6.36536,3.7764385,3.5686576,1,crimmins_oxathione
-5.8453703,3.649361,3.537646,1,crimmins_oxathione
-6.0916266,3.8611073,3.4584742,1,crimmins_oxathione
-5.571638,3.73403,3.4274623,1,crimmins_oxathione
-6.5498514,3.7201815,3.4688609,1,crimmins_oxathione
-6.560326,3.6459816,3.4409428,1,crimmins_oxathione
-6.4428563,3.7560778,3.4556105,1,crimmins_oxathione
-5.9219947,3.6351836,3.4269254,1,crimmins_oxathione
4.540132,0.47012487,-0.7398226,3,evans
1.10189,3.4877665,-1.6333753,2,evans
0.6140854,-3.08615,4.533121,2,oppolzer
0.015777625,3.0238898,-1.7286999,2,evans
4.8070855,0.5281231,-0.7224317,0,evans
0.33006674,-1.4273758,5.2669053,2,evans
1.4892095,-1.1863306,9.012508,2,evans
-5.8448925,4.2681017,2.925097,2,crimmins_thione
-6.3743577,4.3349314,2.933307,2,crimmins_thione
-4.5280356,0.7975192,4.1364646,2,crimmins_thione
1.690911,3.866356,-2.419296,3,evans
5.599017,2.0419183,-1.5278158,1,evans
5.633563,2.0515552,-1.4898732,1,evans
2.1950355,-3.6006815,7.246113,1,evans
-1.9454203,3.914755,0.26656955,2,evans
0.4764404,3.278154,-2.1221209,2,evans
0.6151374,-0.4377856,2.967121,0,crimmins_oxathione
-6.245205,4.762298,4.230685,2,crimmins_thione
3.936879,0.7430196,0.87229335,1,evans
6.0896573,2.5631163,-1.8222245,0,evans
-2.1099823,0.17343087,-1.506897,3,evans
-2.8700523,1.6679096,1.2661344,3,evans
-1.9472998,-2.6468122,5.4505115,0,evans
-5.3546395,0.586002,1.184844,3,crimmins_oxathione
-0.5203226,3.9508195,1.0117599,2,evans
-0.7834885,4.669555,0.379281,2,evans
-5.1313057,4.070734,3.5912273,1,crimmins_oxathione
1.7757254,-2.0479112,1.5208013,1,evans
4.1705484,3.3516414,0.80707866,1,evans
4.1972113,3.3518815,0.84058696,1,evans
1.4014066,5.023011,1.3575042,2,evans
-3.5149558,-0.8890467,-2.2606704,1,evans
2.3439255,4.166187,-1.6606324,2,evans
6.1308413,2.1488757,-1.5564365,1,evans
2.0527873,4.098498,-1.692663,2,evans
1.4801182,3.6500068,-1.7876894,2,evans
1.6494031,3.761903,-1.7355783,2,evans
1.9832624,1.5428673,3.204404,3,evans
1.2491728,-2.114416,-1.5470514,1,other_auxiliary
-3.6537817,-2.1607654,-2.8587248,2,evans
0.431479,2.765392,-1.788192,2,evans
-2.1017191,-0.37767237,-0.55499,1,evans
0.9423088,-2.0506752,0.6020968,2,evans
-1.324299,-6.226802,6.294172,3,evans
-1.0928254,-6.3126698,7.0694847,3,evans
0.36121944,1.9012041,-1.1086107,3,evans
2.9517283,0.29399437,-2.233922,0,evans
3.8544796,1.8789523,1.6677301,0,evans
4.173394,2.0534017,1.7200814,0,evans
0.9608488,-4.6704936,10.426939,1,evans
-3.0249352,2.35996,0.7430238,3,evans
-3.3399925,2.1717098,0.7604218,3,evans
-3.4152732,2.1412258,0.72907746,3,evans
0.50492585,-1.0723828,7.2734075,2,oppolzer
-5.82911,4.395853,2.605989,3,crimmins_thione
-6.4532,4.2390265,3.6540616,3,crimmins_thione
-6.063538,4.490722,3.6917903,3,crimmins_thione
-4.8204727,5.218573,4.265715,2,crimmins_thione
-6.1485114,3.9923832,2.962998,1,crimmins_thione
3.2288857,-1.7682205,3.3922012,0,evans
0.93901604,3.6065655,-2.023954,2,evans
-0.45440724,1.7010965,-0.8914673,2,evans
2.6405,-0.162426,0.2894376,0,evans
2.6049151,-0.172539,0.2511826,0,evans
0.5251999,2.4680367,-2.350311,2,evans
0.06478071,0.507108,-2.971478,2,evans
0.50156844,2.2972026,-2.4145215,2,evans
-1.3642197,2.0062375,-1.1233752,2,evans
-1.5768425,1.9426944,-0.88973624,2,evans
-0.7334128,2.1705093,-2.0869896,2,evans
3.1855094,-4.4320874,4.77322,1,oppolzer
1.5944493,-8.361032,3.05196,1,oppolzer
-5.487333,-5.433732,-2.229565,1,myers
-4.873926,-5.0894427,-2.2385545,1,myers
-3.4480681,2.6002922,0.0119881835,3,evans
-3.601929,2.6319377,0.16418858,2,evans
2.8883934,2.0926166,1.0548322,1,crimmins_oxathione
-6.8296723,4.2146173,2.951449,1,crimmins_thione
-6.8398566,4.1424785,2.9243064,1,crimmins_thione
-3.9531598,2.5269084,0.1613255,1,evans
-4.976592,2.2429566,1.9212592,1,crimmins_thione
-6.7220964,4.254635,2.9397495,1,crimmins_thione
-6.7334447,4.174252,2.909505,1,crimmins_thione
-4.6443024,1.8979864,2.0965693,2,crimmins_oxathione
-1.6352955,0.64878243,0.03600275,2,evans
1.3014194,-2.854971,-2.3804653,3,evans
-4.3923554,1.3762391,-2.1165884,2,evans
-4.3274174,1.3936088,-2.0419528,2,evans
1.2114015,0.15897241,-0.10044932,1,evans
1.217208,0.13427773,-0.08774307,1,evans
-1.6225336,0.71007705,-0.21146356,2,evans
0.9750775,2.744111,-0.9203575,3,evans
-3.2173705,-7.399569,3.755541,2,oppolzer
-3.2173705,-7.399569,3.755541,3,oppolzer
-2.5434659,1.0243602,1.9170804,2,evans
-2.3615077,0.15376066,1.210698,2,crimmins_thione
2.101057,4.242269,-1.8156438,2,evans
0.3004012,2.6221838,-2.4644985,2,evans
-2.395546,0.7946619,-2.0282958,1,evans
-2.395546,0.7946619,-2.0282958,1,evans
-1.801035,0.9757172,0.89066744,2,crimmins_oxathione
5.7036743,2.0123057,-1.4058311,1,evans
6.89389,2.857211,-1.1121194,1,evans
3.8299587,2.6267521,0.43358877,0,evans
4.8880324,1.8776563,-1.7660422,0,evans
5.9686794,2.2291365,0.6070304,1,evans
-0.6813509,1.3363439,-0.23297253,3,evans
-3.2397258,-0.99779886,0.1772869,1,evans
-2.57756,2.4983165,-0.59609234,3,evans
-0.8820983,1.3717693,-1.2768292,1,evans
7.284854,2.9782863,-1.3257388,1,evans
5.4813733,1.7615441,-1.6719579,1,evans
-1.5414546,6.8967047,3.731901,1,crimmins_thione
-1.5417142,6.8965855,3.731823,1,crimmins_thione
4.783585,1.4422522,-1.655198,1,evans
-0.838514,1.4886583,-0.5631754,3,evans
4.4078665,1.0831087,0.30339816,0,evans
-2.0947595,-0.100144714,-0.9345583,1,evans
-5.924892,4.311197,2.969701,2,crimmins_thione
-3.8813183,5.795554,3.053586,3,crimmins_thione
1.0292732,-8.634379,3.9474742,3,evans
2.0494032,-8.024093,3.4690833,2,evans
5.5993714,1.9451965,-1.6923175,1,evans
3.5453568,2.7274382,1.1821749,1,crimmins_oxathione
2.1863675,-0.021273907,-2.0541978,0,evans
-1.1681206,2.2929094,-2.2130609,3,evans
2.1291351,3.0744035,-0.47893164,2,evans
1.3758891,-1.8021228,-0.8302823,2,crimmins_oxathione
-2.3464966,2.7710526,0.84585047,3,evans
-2.6778119,2.6282094,1.6013734,3,evans
-4.982553,5.1076374,4.2804375,2,crimmins_thione
-1.7234439,0.70992076,-1.3374373,2,evans
-0.022875283,-2.5589693,-1.0367156,3,other_auxiliary
0.19547376,-2.89442,-1.0232486,2,evans
3.292584,0.4509512,0.78116316,1,evans
2.1161618,-1.478061,1.6792985,1,evans
3.3198245,0.7175846,-1.5963894,1,evans
5.4870067,1.7879218,0.72474164,1,evans
-2.213804,-1.2590127,3.565739,3,evans
-5.9874825,3.066285,2.884601,2,crimmins_oxathione
-6.021539,2.0417473,2.8491075,2,crimmins_oxathione
2.5373855,2.4322374,-2.5264945,2,evans
4.1383157,1.2979093,-1.9755644,1,evans
1.907056,-0.71629345,8.998604,2,evans
1.2133274,3.7955544,-2.0612507,2,evans
-5.51308,1.0376152,1.207789,1,crimmins_thione
-4.459928,2.085439,1.8789275,1,crimmins_thione
2.963482,0.28874886,-2.434616,1,evans
1.227227,3.8570352,-2.0335865,1,evans
-5.4562807,4.040586,3.4869652,1,crimmins_oxathione
-0.26930615,-0.6856317,1.8806429,3,crimmins_oxathione
-6.6686587,4.2660775,2.6461244,0,crimmins_thione
-6.674478,4.2248564,2.6306143,0,crimmins_thione
-3.8776991,2.532841,0.26894376,2,evans
3.9640694,0.3933126,-0.83723086,1,evans
4.0082855,0.26045907,-0.8190501,1,evans
-5.086205,2.18851,1.9275302,1,crimmins_thione
-5.0923157,2.145227,1.9112446,1,crimmins_thione
-5.033179,4.1359253,3.5907044,1,crimmins_oxathione
-0.30601856,-0.6079555,1.9958537,2,crimmins_oxathione
0.12126229,1.0451983,0.59300417,2,evans
0.41108623,1.1936651,0.69364923,2,evans
-5.412824,4.0962005,3.4264195,1,crimmins_oxathione
4.427895,1.5504425,-1.4729884,1,evans
1.250971,3.3749301,-2.4773073,2,evans
0.45374003,-5.0106816,4.943316,2,evans
1.0754861,-1.207985,8.688829,3,evans
1.0539846,3.0621524,-2.3302364,3,evans
1.0978945,3.0744925,-2.282413,3,evans
5.3302593,1.8797795,-1.8736193,1,evans
5.3010087,1.8629314,-1.9134097,1,evans
-3.918462,1.9883934,0.28759173,1,evans
-2.9112966,1.1275655,-0.9529403,1,evans
-3.9257991,1.9329814,0.2668093,1,evans
-4.43469,0.73242444,-0.8364265,2,evans
3.0539417,4.9954133,-1.9188126,3,evans
0.91780317,3.1223695,-2.6558192,0,evans
4.1822133,1.4959159,-1.6494468,1,evans
-2.1135592,-0.029275699,0.60500145,2,crimmins_thione
3.6393588,0.58758533,0.48901632,1,evans
0.8637455,3.63891,-1.9850936,2,evans
-1.2281601,1.1269969,-1.1476362,2,evans
0.72135824,3.4322393,-1.5605896,2,evans
0.8240914,3.4819913,-1.8916333,2,evans
6.3372283,2.3648624,-1.7595482,1,evans
3.4619021,4.9097786,-1.3060704,2,evans
5.0084834,1.8417815,-1.9332482,1,evans
-4.724124,4.829696,2.1225526,3,crimmins_thione
1.1900805,-3.0995767,7.8580866,0,oppolzer
1.2230307,3.7453153,-1.76425,3,evans
-1.0142734,3.3895166,1.2590547,2,evans
3.210226,0.89824903,8.934871,1,evans
-4.229398,5.5352044,4.1884108,1,crimmins_thione
1.0170931,3.6191635,-1.9201593,2,evans
-0.39993554,1.9195049,-1.6148599,3,evans
4.986339,1.722801,-1.9621495,1,evans
4.986339,1.722801,-1.9621495,1,evans
-3.4315526,5.255632,3.8573081,1,crimmins_oxathione
-2.2120912,5.4372034,1.2750944,2,crimmins_thione
-2.2110524,5.43768,1.2754066,2,crimmins_thione
2.9176345,2.4875188,0.5294928,0,evans
5.169382,3.8082387,0.9978345,1,evans
4.9545445,1.6918672,0.9193342,1,evans
1.9021659,3.94102,-1.9812086,2,evans
1.0836867,3.658456,-1.9802943,2,evans
2.3663342,1.959755,1.0941567,1,crimmins_oxathione
2.3421519,1.7867405,1.0290928,1,crimmins_oxathione
2.4944227,4.437631,-1.6088102,2,evans
1.2886744,-4.577433,7.133528,3,evans
3.4045017,-0.08755443,0.16457498,0,evans
0.44047076,4.3033905,1.4937862,2,evans
0.51174325,3.005539,0.48545262,1,evans
5.1481686,2.0155756,-1.8622721,1,evans
4.1361017,4.9419584,-1.4958888,2,evans
-0.5409154,1.3574841,-1.681032,2,evans
-1.0117913,0.96669203,-1.9850358,3,evans
2.5067248,4.5485125,-1.6949025,2,evans
2.4275289,4.4301486,-1.8075383,2,evans
1.0517179,3.5599372,-2.1440828,3,evans
5.013991,1.6182195,0.26618326,0,evans
3.9030294,1.2508492,-1.7670168,1,evans
-2.6699746,6.29627,3.844159,1,crimmins_oxathione
-2.7029629,6.287347,3.806685,1,crimmins_oxathione
3.1625636,1.936095,1.029774,2,crimmins_oxathione
6.2413282,2.5017774,-1.4406369,1,evans
4.9660296,2.1109948,1.5007895,2,evans
1.7944124,4.1224294,-1.9275838,2,evans
1.8268812,4.1311145,-1.8902657,2,evans
0.13661402,2.9547741,-1.9147068,2,evans
-0.087007344,2.7685974,-1.7263434,2,evans
4.5080905,1.4108905,-1.7480978,1,evans
2.0098932,4.299329,-1.6488328,2,evans
0.14772306,-4.2582526,4.5665665,3,oppolzer
2.2896576,4.7316446,-1.8271945,2,evans
2.2537823,4.719471,-1.866225,2,evans
-3.6579285,2.4496965,0.37323114,3,crimmins_oxathione
-1.5000235,1.9279537,2.3192363,2,evans
1.8935214,2.388458,1.8885901,1,crimmins_thione
0.7260068,2.2967243,0.082056314,3,evans
0.7853344,4.831084,0.44009593,3,evans
-3.2545865,-1.6656613,2.7155356,3,evans
0.5194803,-1.4033622,4.2404156,0,evans
-2.101354,0.29030558,2.1952512,3,evans
1.6257985,-1.4011968,-1.788941,2,evans
0.9245381,3.3323693,-1.9278353,2,evans
0.4491915,-3.0572708,-1.0726925,0,other_auxiliary
1.9856069,-1.1693159,-0.80975556,3,other_auxiliary
1.2725234,3.546041,-1.5439419,2,evans
1.1089193,3.1855807,-2.4276178,2,evans
1.3165699,1.6103723,-2.8677504,2,evans
5.6586876,2.1260278,-1.7103094,1,evans
-0.6606498,-3.8279855,-1.7634267,1,other_auxiliary
4.4891353,1.3108426,0.46174183,1,evans
-0.26079935,0.7731348,0.99040055,3,evans
0.22231394,1.9252324,-0.066912726,2,evans
-5.3279505,4.2497387,2.5133543,2,crimmins_thione
-1.9653718,-2.518777,3.1073022,3,evans
-4.3010526,1.156241,-2.0985122,1,evans
-0.12458823,-6.1917233,-2.9010456,0,other_auxiliary
4.2271333,-3.2714,2.979563,1,oppolzer
-3.3544745,5.3895087,3.517787,0,crimmins_oxathione
1.4909838,-0.51786953,4.6583076,3,evans
-0.6868197,0.69236827,0.21932574,2,evans
5.0556765,1.5548136,0.6129935,1,evans
3.837225,2.1276433,-0.7190869,2,evans
1.2372459,3.669233,-2.0029485,2,evans
0.3926011,2.7805977,-2.1422913,2,evans
0.86572623,1.7820686,-0.62427056,2,evans
