number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
109,0.6464943259195985,2026-05-28 22:01:04.835079,2026-05-28 22:01:07.806694,0 days 00:00:02.971615,0.49569840295886897,0.5723381262738507,0.010644949022367064,8,1,100,0.00019550599943354204,0.16814441274189007,0.7312361621990895,COMPLETE
110,0.6488008028193797,2026-05-28 22:01:07.807182,2026-05-28 22:01:10.801911,0 days 00:00:02.994729,0.45945497299176224,0.6015101251552362,0.013277222225845113,8,1,100,0.00013021911551842091,0.13798552613067513,0.759223834927427,COMPLETE
111,0.6557892982650091,2026-05-28 22:01:10.802380,2026-05-28 22:01:13.779568,0 days 00:00:02.977188,0.4823794526028017,0.6478560798429904,0.012161719119159935,8,1,100,0.0004963256439606777,0.16898133804119417,0.8035907675427268,COMPLETE
112,0.6543628737495921,2026-05-28 22:01:13.780038,2026-05-28 22:01:16.723661,0 days 00:00:02.943623,0.44001411159216797,0.643768027915781,0.012197133537169202,8,1,100,0.000223112943228981,0.22758973163129825,0.7724645683651526,COMPLETE
113,0.6571865100910907,2026-05-28 22:01:16.724140,2026-05-28 22:01:19.687513,0 days 00:00:02.963373,0.434941281846351,0.6496981640692995,0.012047127598358342,8,1,100,0.0001778697786969188,0.17001412470911392,0.8018760363522365,COMPLETE
114,0.6506931364197206,2026-05-28 22:01:19.687989,2026-05-28 22:01:22.478832,0 days 00:00:02.790843,0.4346478229473177,0.6522224992867729,0.012087239198173888,8,1,100,0.00022292914100203835,0.1688202336106628,0.8022366187755133,COMPLETE
115,0.6575525628919201,2026-05-28 22:01:22.479316,2026-05-28 22:01:26.301486,0 days 00:00:03.822170,0.40052611650573455,0.6956140639628874,0.014954979081801765,8,1,150,0.00017804745527001358,0.21548382126605747,0.7736508171071912,COMPLETE
116,0.6365471321156289,2026-05-28 22:01:26.301999,2026-05-28 22:01:34.619200,0 days 00:00:08.317201,0.40287456012245554,0.6160748459157355,0.014829279586997724,8,2,500,0.0004098611918030216,0.22801517370610458,0.7754482077674308,COMPLETE
117,0.6522774818808574,2026-05-28 22:01:34.619759,2026-05-28 22:01:38.897282,0 days 00:00:04.277523,0.48205421966979456,0.7030153181682396,0.013257845632663402,8,1,150,0.00024773334675004776,0.20073380117890727,0.7324720099701189,COMPLETE
118,0.6467674725761503,2026-05-28 22:01:38.897775,2026-05-28 22:01:42.518051,0 days 00:00:03.620276,0.33080120609309427,0.6428159437161212,0.0141074468300598,8,1,150,0.00018124410296485604,0.16705935406202277,0.7561899311808066,COMPLETE
119,0.6516473246227155,2026-05-28 22:01:42.518528,2026-05-28 22:01:45.902864,0 days 00:00:03.384336,0.38125675935649167,0.6846482102819286,0.015207722357308634,8,2,150,0.00012750407129677284,0.2090174017780687,0.7465556201855139,COMPLETE
120,0.6285745751293423,2026-05-28 22:01:45.903443,2026-05-28 22:01:48.176973,0 days 00:00:02.273530,0.44776518157575834,0.5660836021247361,0.012033373122387484,8,8,100,0.00022525221461580866,0.24439852760119235,0.768582648766084,COMPLETE
121,0.6542112961730153,2026-05-28 22:01:48.177456,2026-05-28 22:01:51.048536,0 days 00:00:02.871080,0.47383064325104074,0.7416847718262666,0.013129597442300937,8,1,100,0.00015460914969710063,0.18338013113482246,0.8016175223558905,COMPLETE
122,0.6555188462482601,2026-05-28 22:01:51.048975,2026-05-28 22:01:53.994493,0 days 00:00:02.945518,0.470255413121062,0.6175925257875625,0.013204899609535206,8,1,100,0.00032095686069570997,0.1880238515207468,0.8001372091353024,COMPLETE
123,0.6525792394825572,2026-05-28 22:01:53.994952,2026-05-28 22:01:56.910924,0 days 00:00:02.915972,0.4699051373729434,0.7521278372447048,0.012248210972700393,8,1,100,0.00040143339232652617,0.19200219388728904,0.8009776536532012,COMPLETE
124,0.6227501000131243,2026-05-28 22:01:56.911400,2026-05-28 22:01:58.394709,0 days 00:00:01.483309,0.41590894120366767,0.7367557611331842,0.2910356222973087,8,1,150,0.0002843817658764743,0.22038116630735902,0.7761699551953519,COMPLETE
125,0.6534626937008281,2026-05-28 22:01:58.395175,2026-05-28 22:02:01.389712,0 days 00:00:02.994537,0.43279495986486727,0.80681193919833,0.015618914630566012,9,1,100,0.00047550617782421157,0.18047191748936436,0.7969324882618879,COMPLETE
126,0.6383381579806618,2026-05-28 22:02:01.390187,2026-05-28 22:02:05.379493,0 days 00:00:03.989306,0.5057329556698857,0.6329979053529919,0.01406776911774372,8,2,150,0.00013390240243349867,0.15543635964096436,0.8433791325993202,COMPLETE
127,0.6501957990199532,2026-05-28 22:02:05.380024,2026-05-28 22:02:08.418989,0 days 00:00:03.038965,0.4531160645056383,0.6640274899484098,0.01304337776645672,8,1,100,0.00033418082863734575,0.15819974963659922,0.7923569375753755,COMPLETE
128,0.6580257034662227,2026-05-28 22:02:08.419465,2026-05-28 22:02:11.941387,0 days 00:00:03.521922,0.4725671434579766,0.6091471708772518,0.011958639537681006,7,1,150,0.0001647566863849236,0.13718519698469905,0.7131725097257888,COMPLETE
129,0.6401698551264905,2026-05-28 22:02:11.941861,2026-05-28 22:02:14.598924,0 days 00:00:02.657063,0.4075733621164659,0.6102022807569049,0.05828132428451403,8,1,150,0.00016453642660733362,0.13759076433115128,0.7146907022819666,COMPLETE
130,0.6292344321168437,2026-05-28 22:02:14.599418,2026-05-28 22:02:17.336006,0 days 00:00:02.736588,0.47402695397056194,0.6900178015439667,0.07870984186277734,9,2,200,0.0002691673856428155,0.24969695512576584,0.7383681252998634,COMPLETE
131,0.6565454456445461,2026-05-28 22:02:17.336497,2026-05-28 22:02:20.120923,0 days 00:00:02.784426,0.5132072013583423,0.5869185800297739,0.011917555338295815,7,1,100,0.0005911433136235786,0.18436369925313828,0.766990954694585,COMPLETE
132,0.6540701730842096,2026-05-28 22:02:20.121382,2026-05-28 22:02:22.785546,0 days 00:00:02.664164,0.4899698310770326,0.591168009320428,0.011940344594605983,7,1,100,0.0005600139341797177,0.18814752384826675,0.7785506506106153,COMPLETE
133,0.6551040969074382,2026-05-28 22:02:22.786025,2026-05-28 22:02:26.466799,0 days 00:00:03.680774,0.516600991535003,0.6303858006549277,0.014479090171202238,7,1,150,0.00012591727590231935,0.13984074752935277,0.7204703856243232,COMPLETE
134,0.6460721997442964,2026-05-28 22:02:26.467275,2026-05-28 22:02:29.999908,0 days 00:00:03.532633,0.462212282096143,0.6634158873192566,0.014660787683809191,7,1,150,0.00017787409599593222,0.1382418601187394,0.6985017367364976,COMPLETE
135,0.6483095240945622,2026-05-28 22:02:30.000412,2026-05-28 22:02:34.654039,0 days 00:00:04.653627,0.5225974810824587,0.6235740227029192,0.013335506447800169,8,1,150,0.0003850088089381939,0.21521161998284252,0.7088728300257314,COMPLETE
136,0.6448254111083394,2026-05-28 22:02:34.654552,2026-05-28 22:02:39.174779,0 days 00:00:04.520227,0.4434923733595489,0.550156352706473,0.016223549507548903,7,1,200,0.0006659038925294449,0.1777361823421855,0.7218545744440824,COMPLETE
137,0.6465774369536671,2026-05-28 22:02:39.175268,2026-05-28 22:02:42.923403,0 days 00:00:03.748135,0.3849174055319914,0.6407742011457548,0.014109943075438551,8,2,150,0.00023800660755055446,0.2522737967873625,0.7648481469419299,COMPLETE
138,0.6547723691175102,2026-05-28 22:02:42.923888,2026-05-28 22:02:45.530748,0 days 00:00:02.606860,0.4239626803692315,0.7869369379420814,0.011785265462737308,7,1,100,0.00012581604152552854,0.15904527086405512,0.8048524715477453,COMPLETE
139,0.6540097277390642,2026-05-28 22:02:45.531256,2026-05-28 22:02:48.990817,0 days 00:00:03.459561,0.4249426149213286,0.8002057772544304,0.011503270939861926,7,1,150,0.00011909333206735428,0.16117191090982758,0.6893574909948815,COMPLETE
140,0.6313638497469848,2026-05-28 22:02:48.991359,2026-05-28 22:02:58.699793,0 days 00:00:09.708434,0.3507803344859855,0.9133496039134819,0.01001492393093489,7,2,700,0.0002980904967282396,0.1194715979321384,0.6775863438831493,COMPLETE
141,0.6591582776524241,2026-05-28 22:02:58.700415,2026-05-28 22:03:01.320109,0 days 00:00:02.619694,0.46426556552367587,0.7788447011565593,0.01307683898091872,7,1,100,0.00017697871642826082,0.19578200164321402,0.806731397178202,COMPLETE
142,0.6625645389214723,2026-05-28 22:03:01.320603,2026-05-28 22:03:04.209491,0 days 00:00:02.888888,0.5007058958174548,0.8294615432713339,0.011691288065206286,7,1,100,0.00020417211579101138,0.13720936415367307,0.7443757985360236,COMPLETE
143,0.658810747081586,2026-05-28 22:03:04.210071,2026-05-28 22:03:06.877328,0 days 00:00:02.667257,0.50146209224645,0.8738634998647592,0.010851719865790959,7,1,100,0.00017368046330870163,0.13797021536007348,0.7433030319945358,COMPLETE
144,0.6619588040897577,2026-05-28 22:03:06.877797,2026-05-28 22:03:09.426018,0 days 00:00:02.548221,0.5022096330203085,0.9269621296807581,0.010737293509411614,7,1,100,0.00017241200100895238,0.13825721426205195,0.7425796395426016,COMPLETE
145,0.6616219695214844,2026-05-28 22:03:09.426511,2026-05-28 22:03:11.962768,0 days 00:00:02.536257,0.48968110530465453,0.8646710561526144,0.010871635668169994,7,1,100,0.00018163407834476767,0.1290963136182979,0.7538190013723389,COMPLETE
146,0.6605615481308029,2026-05-28 22:03:11.963233,2026-05-28 22:03:14.593296,0 days 00:00:02.630063,0.4988106646615586,0.9742312781821346,0.010774807719137497,7,1,100,0.00017555033787322726,0.1185733437667869,0.7423726689366529,COMPLETE
147,0.6523248137057069,2026-05-28 22:03:14.593818,2026-05-28 22:03:17.450930,0 days 00:00:02.857112,0.5307715285953575,0.8410086922282427,0.010783273127618368,7,1,100,0.00016063694169592978,0.11593476063446011,0.7454585117829962,COMPLETE
148,0.6590065182334333,2026-05-28 22:03:17.451404,2026-05-28 22:03:20.106360,0 days 00:00:02.654956,0.5021788510514491,0.9678194037257578,0.01134348530537938,7,1,100,0.00017752692799093587,0.13045330871708008,0.734532351185229,COMPLETE
149,0.6380993583901762,2026-05-28 22:03:20.106835,2026-05-28 22:03:29.773651,0 days 00:00:09.666816,0.4991658206845465,0.9460178596844739,0.010027868665029199,7,1,600,0.0001005148235456658,0.1333708386399523,0.7392519558227066,COMPLETE
150,0.6625479041980433,2026-05-28 22:03:29.774259,2026-05-28 22:03:32.325443,0 days 00:00:02.551184,0.49867721799600057,0.8905174142276255,0.01118872958798043,7,1,100,0.0001908085856401329,0.11483989829433189,0.7283080391899489,COMPLETE
151,0.6522839342690661,2026-05-28 22:03:32.325969,2026-05-28 22:03:34.920093,0 days 00:00:02.594124,0.507716286980041,0.8876423327734768,0.01140247298853878,7,1,100,0.00018517660700188764,0.11857216048840977,0.726562999179138,COMPLETE
152,0.6555089429939602,2026-05-28 22:03:34.920592,2026-05-28 22:03:37.795326,0 days 00:00:02.874734,0.5288309661327898,0.8658128623886238,0.010610023423483998,7,1,100,0.00019718240638539767,0.12820099513582286,0.7358315043629289,COMPLETE
153,0.6565296936121259,2026-05-28 22:03:37.795785,2026-05-28 22:03:40.588962,0 days 00:00:02.793177,0.5022663300384463,0.941812748320092,0.011357223650149524,7,1,100,0.00018018128192119002,0.1447345556299524,0.762121670071138,COMPLETE
154,0.6561934976414272,2026-05-28 22:03:40.589481,2026-05-28 22:03:43.287463,0 days 00:00:02.697982,0.46122010733486574,0.9576068076183512,0.01097093784039341,7,1,100,0.0001553337131952889,0.11272454118653387,0.7468086205873649,COMPLETE
155,0.6311827515705527,2026-05-28 22:03:43.287944,2026-05-28 22:03:44.523898,0 days 00:00:01.235954,0.494556328930588,0.9023476059094973,0.23291298744294808,7,1,100,0.0002512172070365992,0.1394371725613731,0.7081968160797187,COMPLETE
156,0.6397146233231987,2026-05-28 22:03:44.524392,2026-05-28 22:03:47.843915,0 days 00:00:03.319523,0.45346253328874153,0.976639743685591,0.012681698023061155,7,2,150,1.0862495376478774,0.12950763101921636,0.7218068814434827,COMPLETE
157,0.6323427420357213,2026-05-28 22:03:47.844409,2026-05-28 22:03:50.456331,0 days 00:00:02.611922,0.5345681652789537,0.8302344201218855,0.011739009492681954,7,1,100,0.00012220585338024365,7.773628824665021,0.7519330620396004,COMPLETE
158,0.6602965565998464,2026-05-28 22:03:50.456773,2026-05-28 22:03:54.201917,0 days 00:00:03.745144,0.518765340831662,0.9184694499645489,0.010665029995002644,7,1,150,0.00020691860194746163,0.151283455531933,0.7654741516997577,COMPLETE
159,0.6462281573099777,2026-05-28 22:03:54.202387,2026-05-28 22:03:57.595695,0 days 00:00:03.393308,0.4784898512423964,0.8780110071714236,0.010592070708570845,7,2,150,0.0002024527105991945,0.11184881351924666,0.7877209461341949,COMPLETE
160,0.656721280592603,2026-05-28 22:03:57.596240,2026-05-28 22:04:01.201862,0 days 00:00:03.605622,0.4917635759580764,0.9205072188047758,0.010039905612171855,7,1,150,0.0001501506148226055,0.15142522360999017,0.7327951558664729,COMPLETE
161,0.6527843655206591,2026-05-28 22:04:01.202402,2026-05-28 22:04:04.937406,0 days 00:00:03.735004,0.49651287997388893,0.9802013586397893,0.010080007585589081,7,1,150,0.00015147141871529673,0.14993879667487944,0.7375909609682317,COMPLETE
162,0.6423965386896946,2026-05-28 22:04:04.938082,2026-05-28 22:04:08.128439,0 days 00:00:03.190357,0.48353446894052715,0.9181121738680472,0.01103451328713477,7,1,150,0.00029345249468108,9.686141578993492,0.729060351209582,COMPLETE
163,0.6509816647958895,2026-05-28 22:04:08.128942,2026-05-28 22:04:10.669315,0 days 00:00:02.540373,0.5183936926698958,0.9256269379802826,0.01278849744694716,7,1,100,0.22436641422114523,0.12516636014421742,0.7161244917498805,COMPLETE
164,0.6534433018072348,2026-05-28 22:04:10.669783,2026-05-28 22:04:14.287405,0 days 00:00:03.617622,0.46476634081907353,0.8609851093962909,0.010064277825200044,7,1,150,0.00010043392001003348,0.15402994632078149,0.754123318171038,COMPLETE
165,0.6610205796872444,2026-05-28 22:04:14.287892,2026-05-28 22:04:16.951255,0 days 00:00:02.663363,0.5027541852312781,0.8911842284474616,0.011354406988840705,7,1,100,0.00015519930168179707,0.13342463716546826,0.7465680580943732,COMPLETE
166,0.6563785402060988,2026-05-28 22:04:16.951717,2026-05-28 22:04:19.682027,0 days 00:00:02.730310,0.5120348461410044,0.8289367451954347,0.011522204169354405,7,1,100,0.00022247572090764256,0.13190433685380437,0.7647221433513761,COMPLETE
167,0.6531344305163371,2026-05-28 22:04:19.682510,2026-05-28 22:04:22.028278,0 days 00:00:02.345768,0.4433401080584131,0.898161512045579,0.012378222982183574,6,1,100,0.0003600129588188808,0.11676598040592302,0.7026753813472457,COMPLETE
168,0.6549950311420225,2026-05-28 22:04:22.028744,2026-05-28 22:04:24.732421,0 days 00:00:02.703677,0.5706845123471163,0.9621174652755763,0.010940170875899243,7,1,100,0.00017891587703956134,0.10271606682682377,0.746392458188087,COMPLETE
169,0.6535780914492947,2026-05-28 22:04:24.732885,2026-05-28 22:04:27.400168,0 days 00:00:02.667283,0.5307036626876287,0.9999291673685062,0.013334531227661445,7,1,100,0.00013705729634182472,0.13254422104068575,0.785994932398667,COMPLETE
170,0.6492969107482591,2026-05-28 22:04:27.400639,2026-05-28 22:04:29.931183,0 days 00:00:02.530544,0.5022361115162148,0.8458936860938303,0.013803952394557024,7,2,100,0.00022152486928051605,0.14313424519512769,0.7676052459543712,COMPLETE
171,0.6578800760356678,2026-05-28 22:04:29.931647,2026-05-28 22:04:33.666249,0 days 00:00:03.734602,0.4876730626656304,0.8832220012475908,0.010801509981231503,7,1,150,0.0001463722450483209,0.15111064231060378,0.7308729475298772,COMPLETE
172,0.6562943430080166,2026-05-28 22:04:33.666736,2026-05-28 22:04:36.322504,0 days 00:00:02.655768,0.47522583946601804,0.8844884664940282,0.011719295288210809,7,1,100,0.0001649220835847164,0.1620793941038324,0.7423011583722214,COMPLETE
173,0.6226881372780719,2026-05-28 22:04:36.322968,2026-05-28 22:04:39.539220,0 days 00:00:03.216252,0.46288582285875013,0.8206177542019308,0.010760050504527895,7,10,150,0.00011627233722398473,0.12100311027495839,0.7523501488659443,COMPLETE
174,0.6543512200495418,2026-05-28 22:04:39.539692,2026-05-28 22:04:44.085991,0 days 00:00:04.546299,0.48328956822593544,0.8658882734226102,0.01257616974520658,7,1,200,0.000260516627001424,0.13518425643051687,0.7269872168707826,COMPLETE
175,0.6581289504469343,2026-05-28 22:04:44.086509,2026-05-28 22:04:46.710583,0 days 00:00:02.624074,0.5076006919992362,0.939296026892937,0.011452642986877964,7,1,100,0.00019172992056706615,0.1509978342936077,0.7578093375286474,COMPLETE
176,0.6536455131715475,2026-05-28 22:04:46.711062,2026-05-28 22:04:49.380283,0 days 00:00:02.669221,0.5217389247813264,0.9394805350111481,0.011258325366098393,7,1,100,0.00020449650751419723,0.11179011920283516,0.7584779685160825,COMPLETE
177,0.661203291371288,2026-05-28 22:04:49.380740,2026-05-28 22:04:52.709526,0 days 00:00:03.328786,0.5015482893848653,0.9023858727995765,0.010641656075320523,6,1,150,0.0003156272130903327,0.19533359946877685,0.7140595608571644,COMPLETE
178,0.6281712520207263,2026-05-28 22:04:52.710002,2026-05-28 22:04:55.891341,0 days 00:00:03.181339,0.5041240822276248,0.900928732873798,0.010804295988115444,6,7,150,0.00034854719230226834,0.19858305037586857,0.7153137334170502,COMPLETE
179,0.6577276866901076,2026-05-28 22:04:55.891845,2026-05-28 22:04:59.903859,0 days 00:00:04.012014,0.537860819161465,0.9710106951361476,0.010570763708778118,6,1,200,0.00028751694716327097,0.12333959647636007,0.6956210911670286,COMPLETE
180,0.6621502658834479,2026-05-28 22:04:59.904518,2026-05-28 22:05:03.884248,0 days 00:00:03.979730,0.5235290093455564,0.959622072323064,0.010621889551228947,6,1,200,0.00031809747855265615,0.12487114922440079,0.6951852316301697,COMPLETE
181,0.6494920434897131,2026-05-28 22:05:03.884726,2026-05-28 22:05:07.875704,0 days 00:00:03.990978,0.5364588461619766,0.9598148824087545,0.010628752678306751,6,1,200,0.0002781830620972314,0.12575859909384035,0.670334092344148,COMPLETE
182,0.6410615067602725,2026-05-28 22:05:07.876190,2026-05-28 22:05:13.708426,0 days 00:00:05.832236,0.5232720385663248,0.9799199474209228,0.011512923958896791,6,1,300,0.0002385412519946063,0.10093121171662119,0.6509520454280439,COMPLETE
183,0.6598711449288372,2026-05-28 22:05:13.708990,2026-05-28 22:05:17.712950,0 days 00:00:04.003960,0.5099128141492548,0.9346082270345505,0.010658055485751244,6,1,200,0.000397070490513615,0.11719616053195643,0.696783222574496,COMPLETE
184,0.6231892271095101,2026-05-28 22:05:17.713455,2026-05-28 22:05:21.060470,0 days 00:00:03.347015,0.5077363660655159,0.9282764406805128,0.011392545004784375,6,1,200,7.928917713069578,0.11150827569849302,0.683984719148627,COMPLETE
185,0.6577017144022661,2026-05-28 22:05:21.060948,2026-05-28 22:05:24.500543,0 days 00:00:03.439595,0.49417314124935785,0.8847006772370625,0.010163108232668376,6,1,150,0.00040631973508373334,0.14101653320996527,0.7089259015029258,COMPLETE
186,0.6615760568632196,2026-05-28 22:05:24.501037,2026-05-28 22:05:27.079168,0 days 00:00:02.578131,0.5142052667474992,0.9318803496631894,0.011681907644390673,6,1,100,0.00012836328209348384,0.1537076472209598,0.6987889436627627,COMPLETE
187,0.6515729963393215,2026-05-28 22:05:27.079644,2026-05-28 22:05:32.121574,0 days 00:00:05.041930,0.4924420465399539,0.9435763278934225,0.010016759673520335,6,1,250,0.00012552081166815316,0.1569664460571746,0.6920027785076773,COMPLETE
188,0.661252817002197,2026-05-28 22:05:32.122061,2026-05-28 22:05:35.479190,0 days 00:00:03.357129,0.5164899007022885,0.9072180635958682,0.01104169358120363,6,1,150,0.0002143609699104835,0.13328171378000914,0.7047532092143134,COMPLETE
189,0.6324276655628643,2026-05-28 22:05:35.479719,2026-05-28 22:05:43.535172,0 days 00:00:08.055453,0.4700702330983191,0.9084532143272084,0.01108725410550433,6,1,550,0.00046997456163773535,0.13367623000577122,0.6800990688090943,COMPLETE
190,0.6213990062678652,2026-05-28 22:05:43.535665,2026-05-28 22:05:46.377191,0 days 00:00:02.841526,0.5019599748549182,0.8555631870610103,0.011647057099207134,6,9,150,0.0003488906696180661,0.11656509106166264,0.7060913032061199,COMPLETE
191,0.6508181868499004,2026-05-28 22:05:46.377673,2026-05-28 22:05:48.998429,0 days 00:00:02.620756,0.5199568388731305,0.9383488800898802,0.01222613216335226,6,1,100,0.00019775822257380745,0.12522765673634206,0.7178056102102756,COMPLETE
192,0.6548715997065773,2026-05-28 22:05:48.998894,2026-05-28 22:05:52.201161,0 days 00:00:03.202267,0.487697905879602,0.8756782397015643,0.01077455971553947,6,1,150,0.00021840414770404485,0.1456201799955488,0.6978950060252589,COMPLETE
193,0.6598814665232939,2026-05-28 22:05:52.201647,2026-05-28 22:05:54.512948,0 days 00:00:02.311301,0.5167164719258341,0.9028568750433736,0.011698906369424108,6,1,100,0.00015987164547335696,0.16961205155088835,0.7266850558612067,COMPLETE
194,0.665288697498025,2026-05-28 22:05:54.513435,2026-05-28 22:05:56.870027,0 days 00:00:02.356592,0.5319574309379902,0.8987213142558315,0.010904248752225308,6,1,100,0.000160490062969195,0.17380311238856647,0.7286747033571355,COMPLETE
195,0.6545379871004091,2026-05-28 22:05:56.870503,2026-05-28 22:05:59.326298,0 days 00:00:02.455795,0.5772263432209263,0.9146778789802844,0.011756829781355149,6,1,100,0.0002730667767411502,0.17030942612004632,0.7243572323881455,COMPLETE
196,0.6480414707068842,2026-05-28 22:05:59.326769,2026-05-28 22:06:01.595875,0 days 00:00:02.269106,0.5226476011557848,0.9613935617497321,0.011113811935241198,6,1,100,0.00018157549557652508,0.18398002840840044,0.6588416752978082,COMPLETE
197,0.6581853984731978,2026-05-28 22:06:01.596346,2026-05-28 22:06:03.924182,0 days 00:00:02.327836,0.5328850118738264,0.8992363780974003,0.010018002075446298,6,1,100,0.00022665172475571548,0.16809162102389838,0.7380632205982859,COMPLETE
198,0.665562422647384,2026-05-28 22:06:03.924659,2026-05-28 22:06:06.200660,0 days 00:00:02.276001,0.5376340421014744,0.8959366256424816,0.010474208578094722,6,1,100,0.00023067504347408163,0.1672285731991521,0.7411104859298452,COMPLETE
199,0.6551548747301612,2026-05-28 22:06:06.201114,2026-05-28 22:06:08.424494,0 days 00:00:02.223380,0.5427653227466526,0.9049064505568594,0.01004142105752935,6,1,100,0.00033547639638596656,0.20110589793522737,0.7376529005901791,COMPLETE
