number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
95,0.648089926766769,2026-05-28 22:00:25.790094,2026-05-28 22:00:28.521407,0 days 00:00:02.731313,0.5456545878659139,0.5201032270131543,0.01012844259483191,7,1,100,0.00010621091858632475,0.12529089780562486,0.8180173666919635,COMPLETE
96,0.6493828242525537,2026-05-28 22:00:28.521890,2026-05-28 22:00:31.261289,0 days 00:00:02.739399,0.5601400313762231,0.5188182005331411,0.012463929127138671,7,1,100,0.00010220992805691739,0.12764397713041456,0.8140872699096102,COMPLETE
97,0.6516331096478124,2026-05-28 22:00:31.261938,2026-05-28 22:00:33.966374,0 days 00:00:02.704436,0.553506505765851,0.5250847406338813,0.010593564150602423,7,1,100,0.00010260491330370576,0.12586836945699612,0.8145495736259598,COMPLETE
98,0.6578063599988877,2026-05-28 22:00:33.966833,2026-05-28 22:00:36.679532,0 days 00:00:02.712699,0.5126951304339821,0.588996352944515,0.012483081079833515,7,1,100,0.00010011160690107812,0.12684558761535555,0.7883853900659804,COMPLETE
99,0.6492754178563002,2026-05-28 22:00:36.680020,2026-05-28 22:00:39.418100,0 days 00:00:02.738080,0.5421554612492023,0.591778001095046,0.01244985382349506,7,1,100,0.00010432917267570598,0.12604855130771297,0.7854072694525192,COMPLETE
100,0.6570402538827633,2026-05-28 22:00:39.418596,2026-05-28 22:00:42.047853,0 days 00:00:02.629257,0.4811795650969226,0.5879666787638586,0.012339466002824559,7,1,100,0.00014418827619334959,0.14826830999579024,0.7916382171341863,COMPLETE
101,0.6541537476871093,2026-05-28 22:00:42.048341,2026-05-28 22:00:44.669052,0 days 00:00:02.620711,0.5103196853589926,0.5871861874640426,0.012371934202017274,7,1,100,0.00013722221217254618,0.15057319523388718,0.777729963663425,COMPLETE
102,0.646385300573044,2026-05-28 22:00:44.669554,2026-05-28 22:00:47.323401,0 days 00:00:02.653847,0.47781937332503727,0.5489214320237765,0.01270706324612682,7,1,100,0.00014488171874582297,0.14991582970905915,0.8364809249251562,COMPLETE
103,0.6509739552819946,2026-05-28 22:00:47.323856,2026-05-28 22:00:50.108377,0 days 00:00:02.784521,0.5253674765249671,0.47904428149880746,0.012331075663503215,7,1,100,0.000267419126689809,0.14583793307741288,0.7833998240754694,COMPLETE
104,0.6577756525120623,2026-05-28 22:00:50.108857,2026-05-28 22:00:53.125590,0 days 00:00:03.016733,0.5147457779227498,0.48359996391122034,0.013600996451460963,7,1,100,0.00014384617627037071,0.14537415676178164,0.7757473704365806,COMPLETE
105,0.6500741981904623,2026-05-28 22:00:53.126054,2026-05-28 22:00:56.222776,0 days 00:00:03.096722,0.5133626679349672,0.4766823971482648,0.013766177520781063,8,1,100,0.00014977247958981247,0.14572705618921872,0.7851400104480416,COMPLETE
106,0.6551930488045545,2026-05-28 22:00:56.223246,2026-05-28 22:00:58.744182,0 days 00:00:02.520936,0.4879208251063384,0.5735611419434462,0.010671803929640115,7,1,100,0.00024490875259357666,0.1688455482672483,0.7553948385773466,COMPLETE
107,0.6531374273951691,2026-05-28 22:00:58.744660,2026-05-28 22:01:01.727618,0 days 00:00:02.982958,0.4913911699389524,0.5802023172553716,0.013248600759469067,8,1,100,0.00018571251364567668,0.17120429039511278,0.7524125935736942,COMPLETE
108,0.6617090634484124,2026-05-28 22:01:01.728100,2026-05-28 22:01:04.834624,0 days 00:00:03.106524,0.483955730669927,0.6068713230394994,0.01058377204961729,8,1,100,0.00018644237694254298,0.17571140618852732,0.729375894315005,COMPLETE
